index,Year,Player,Tm,Age,G,GS,MPG,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,eFG%,3P%,2P%,FT%,WS/48,OBPM,DBPM,BPM,VORP,PTS_per_game,AST_per_game,TRB_per_game,STL_per_game,BLK_per_game,TOV_per_game,Position,nba_team
8854,2015,Anderson Varejao,CLE,32.0,26.0,26.0,24.462,17.7,0.58,0.01,0.225,10.4,20.1,15.3,9.1,1.6,2.0,13.7,18.1,0.555,0.0,0.561,0.733,0.145,0.0,1.0,0.9,0.5,9.808,1.346,6.538,0.731,0.615,1.346,C,None
8855,2015,Greivis Vasquez,TOR,28.0,82.0,29.0,24.28,12.6,0.514,0.484,0.091,1.3,11.2,6.3,23.9,1.2,0.4,13.6,19.8,0.5,0.379,0.436,0.758,0.066,1.0,-2.1,-1.1,0.4,9.451,3.683,2.634,0.561,0.122,1.451,G,None
8856,2015,Nikola Vucevic,ORL,24.0,74.0,74.0,34.176,21.5,0.548,0.005,0.181,10.4,26.0,18.1,11.0,1.1,1.7,10.2,26.0,0.524,0.333,0.524,0.752,0.133,0.7,-0.1,0.5,1.6,19.297,1.986,10.946,0.73,0.73,2.0,C,None
8857,2015,Dwyane Wade,MIA,33.0,62.0,62.0,31.79,21.4,0.534,0.094,0.341,3.6,9.6,6.7,32.1,2.0,0.9,14.4,34.7,0.483,0.284,0.489,0.768,0.086,2.4,-1.2,1.2,1.6,21.468,4.823,3.532,1.177,0.339,3.371,G,None
8858,2015,Dion Waiters,TOT,23.0,80.0,23.0,27.6,10.9,0.46,0.26,0.182,2.1,7.4,4.8,11.9,2.1,0.8,10.0,22.5,0.435,0.297,0.431,0.68,0.025,-2.1,-1.5,-3.6,-0.9,11.75,2.038,2.4,1.125,0.262,1.412,G,None
8859,2015,Dion Waiters,CLE,23.0,33.0,3.0,23.818,12.2,0.468,0.251,0.175,1.8,6.5,4.2,15.6,2.9,1.0,12.0,24.0,0.436,0.256,0.453,0.783,0.029,-2.1,-1.0,-3.1,-0.2,10.455,2.242,1.727,1.333,0.303,1.515,G,None
8860,2015,Dion Waiters,OKC,23.0,47.0,20.0,30.255,10.1,0.455,0.265,0.185,2.2,7.9,5.1,9.8,1.6,0.6,8.8,21.7,0.435,0.319,0.419,0.625,0.023,-2.2,-1.7,-3.8,-0.7,12.66,1.894,2.872,0.979,0.234,1.34,G,None
8861,2015,Henry Walker,MIA,27.0,24.0,13.0,26.167,8.0,0.497,0.786,0.107,1.4,14.0,7.8,7.2,2.0,1.2,12.0,15.0,0.479,0.341,0.361,0.778,0.039,-0.9,-0.1,-1.0,0.2,7.292,1.208,3.417,1.0,0.375,1.0,F,None
8862,2015,Kemba Walker,CHO,24.0,62.0,58.0,34.177,17.6,0.486,0.285,0.288,1.8,9.9,5.7,27.1,2.2,1.2,8.3,25.9,0.429,0.304,0.418,0.827,0.101,2.2,0.1,2.2,2.3,17.339,5.129,3.548,1.435,0.5,1.613,G,None
8863,2015,John Wall,WAS,24.0,79.0,79.0,35.911,19.9,0.523,0.186,0.31,1.5,12.8,7.3,46.3,2.5,1.3,18.7,26.1,0.473,0.3,0.478,0.785,0.132,2.4,1.1,3.5,3.9,17.557,10.025,4.633,1.747,0.57,3.848,G,None
8864,2015,T.J. Warren,PHO,21.0,40.0,1.0,15.35,14.0,0.551,0.098,0.089,7.3,7.9,7.6,6.6,1.5,1.1,10.8,17.8,0.54,0.238,0.56,0.737,0.085,-1.0,-1.1,-2.1,0.0,6.125,0.625,2.125,0.45,0.225,0.675,F,None
8865,2015,C.J. Watson,IND,30.0,57.0,21.0,24.947,15.4,0.581,0.42,0.4,1.4,11.2,6.3,23.3,2.1,0.5,16.9,18.8,0.518,0.4,0.459,0.826,0.135,1.4,0.1,1.5,1.3,10.0,3.649,2.86,1.0,0.158,1.754,G,None
8866,2015,David West,IND,34.0,66.0,66.0,28.712,16.0,0.508,0.029,0.235,6.4,19.7,13.1,20.1,1.3,2.0,13.7,21.0,0.474,0.2,0.479,0.739,0.108,-0.7,2.4,1.7,1.8,11.652,3.379,6.803,0.727,0.727,1.818,F,None
8867,2015,Russell Westbrook,OKC,26.0,67.0,67.0,34.358,29.1,0.536,0.196,0.445,5.9,16.7,11.4,47.0,3.0,0.5,14.3,38.4,0.455,0.299,0.457,0.835,0.222,8.8,2.2,11.0,7.6,28.149,8.567,7.284,2.09,0.209,4.373,G,Second
8868,2015,Hassan Whiteside,MIA,25.0,48.0,32.0,23.792,26.2,0.619,0.0,0.403,15.6,34.7,25.4,1.0,1.2,9.2,11.3,21.1,0.628,,0.628,0.5,0.221,-1.6,0.7,-0.9,0.3,11.75,0.125,10.042,0.562,2.562,1.208,C,None
8869,2015,Andrew Wiggins,MIN,19.0,82.0,82.0,36.207,13.9,0.517,0.111,0.41,5.0,9.5,7.2,9.8,1.5,1.3,11.7,22.6,0.454,0.31,0.453,0.76,0.034,-0.5,-1.8,-2.3,-0.2,16.915,2.073,4.561,1.049,0.61,2.159,F,None
8870,2015,Deron Williams,BRK,30.0,68.0,55.0,31.088,15.7,0.504,0.307,0.313,1.5,11.0,6.3,33.7,1.6,0.6,14.9,22.3,0.443,0.367,0.395,0.834,0.083,1.3,-1.2,0.1,1.1,13.0,6.588,3.485,0.941,0.25,2.265,G,None
8871,2015,Derrick Williams,SAC,23.0,74.0,6.0,19.757,12.8,0.54,0.322,0.404,3.3,12.1,7.8,5.6,1.2,0.2,8.9,18.9,0.498,0.314,0.511,0.684,0.069,-0.5,-2.7,-3.2,-0.5,8.338,0.676,2.73,0.459,0.054,0.757,F,None
8872,2015,Lou Williams,TOR,28.0,80.0,0.0,25.2,19.9,0.564,0.482,0.426,1.4,7.3,4.3,13.6,2.3,0.4,8.4,27.0,0.486,0.34,0.464,0.861,0.157,4.0,-3.1,0.9,1.5,15.525,2.05,1.888,1.1,0.125,1.262,G,None
8873,2015,Marvin Williams,CHO,28.0,78.0,37.0,26.09,11.8,0.541,0.535,0.176,3.1,18.2,10.4,7.8,1.8,1.4,10.1,13.3,0.52,0.358,0.5,0.713,0.102,-0.8,1.8,1.0,1.5,7.397,1.282,4.949,0.885,0.462,0.769,F,None
8874,2015,Mo Williams,TOT,32.0,68.0,33.0,29.118,15.4,0.512,0.405,0.217,1.2,8.9,4.9,37.4,1.2,0.6,15.4,25.2,0.466,0.342,0.434,0.872,0.052,2.1,-3.5,-1.3,0.3,14.176,6.235,2.559,0.676,0.206,2.529,G,None
8875,2015,Mo Williams,MIN,32.0,41.0,19.0,28.024,14.4,0.511,0.38,0.21,1.3,8.7,4.9,38.0,1.3,0.5,17.3,22.7,0.469,0.347,0.437,0.851,0.031,1.3,-4.2,-3.0,-0.3,12.171,6.366,2.39,0.732,0.195,2.488,G,None
8876,2015,Mo Williams,CHO,32.0,27.0,14.0,30.778,16.9,0.512,0.431,0.225,1.2,9.1,5.0,36.5,1.0,0.6,13.4,28.8,0.462,0.337,0.43,0.892,0.08,3.4,-2.4,1.0,0.6,17.222,6.037,2.815,0.593,0.222,2.593,G,None
8877,2015,Shawne Williams,TOT,28.0,63.0,22.0,17.254,10.5,0.537,0.593,0.133,3.9,14.0,9.0,6.5,1.2,1.6,8.6,14.9,0.51,0.36,0.467,0.875,0.084,-0.2,-0.8,-1.0,0.3,5.413,0.698,2.635,0.397,0.333,0.476,F,None
8878,2015,Shawne Williams,MIA,28.0,44.0,22.0,21.0,11.2,0.574,0.633,0.138,3.6,14.3,9.0,6.3,1.2,1.6,8.3,14.1,0.55,0.395,0.477,0.848,0.102,0.6,-0.7,-0.2,0.4,6.636,0.818,3.159,0.477,0.386,0.523,F,None
8879,2015,Brandan Wright,TOT,27.0,75.0,7.0,19.32,20.4,0.66,0.008,0.309,9.6,14.7,12.1,4.4,1.7,5.1,7.6,13.6,0.642,0.0,0.647,0.696,0.202,1.2,2.4,3.6,2.0,7.253,0.547,4.28,0.667,1.253,0.453,F,None
8880,2015,Brandan Wright,DAL,27.0,27.0,0.0,18.704,25.7,0.762,0.0,0.356,11.0,12.9,11.9,3.2,1.7,6.8,7.7,14.9,0.748,,0.748,0.75,0.274,4.0,2.8,6.8,1.1,8.815,0.37,4.074,0.63,1.556,0.481,F,None
8881,2015,Brandan Wright,PHO,27.0,40.0,7.0,21.45,17.8,0.6,0.014,0.29,8.9,16.0,12.4,4.1,1.9,4.2,6.4,12.8,0.58,0.0,0.588,0.667,0.17,-0.1,2.3,2.1,0.9,7.0,0.575,4.85,0.8,1.175,0.4,F,None
8882,2015,Tony Wroten,PHI,21.0,30.0,15.0,29.833,14.9,0.494,0.327,0.415,2.5,8.1,5.2,34.9,2.7,0.7,18.0,30.5,0.446,0.261,0.473,0.667,0.014,0.3,-1.8,-1.5,0.1,16.9,5.233,2.867,1.6,0.267,3.767,G,None
8883,2015,Nick Young,LAL,29.0,42.0,0.0,23.81,14.2,0.52,0.473,0.311,1.8,9.1,5.3,6.9,1.2,0.9,7.5,26.0,0.453,0.369,0.363,0.892,0.058,0.9,-4.3,-3.5,-0.4,13.405,0.976,2.286,0.548,0.262,1.048,G,None
8884,2015,Thaddeus Young,TOT,26.0,76.0,68.0,32.026,15.7,0.507,0.119,0.207,5.8,13.5,9.6,12.4,2.6,0.8,10.0,21.5,0.486,0.33,0.484,0.655,0.061,0.2,-0.3,-0.1,1.2,14.092,2.276,5.408,1.632,0.329,1.539,F,None
8885,2015,Thaddeus Young,MIN,26.0,48.0,48.0,33.438,15.0,0.491,0.101,0.201,5.2,12.5,8.7,14.7,2.7,0.8,9.7,21.2,0.466,0.292,0.469,0.682,0.043,0.1,-0.4,-0.4,0.7,14.271,2.812,5.104,1.792,0.354,1.562,F,None
8886,2015,Thaddeus Young,BRK,26.0,28.0,20.0,29.607,17.1,0.539,0.153,0.217,7.1,15.4,11.2,8.0,2.4,0.8,10.5,22.0,0.524,0.38,0.516,0.606,0.095,0.4,0.0,0.3,0.5,13.786,1.357,5.929,1.357,0.286,1.5,F,None
8887,2015,Cody Zeller,CHO,22.0,62.0,45.0,23.984,14.1,0.53,0.003,0.44,7.0,20.1,13.4,10.9,1.2,2.6,12.2,15.6,0.462,1.0,0.46,0.774,0.123,-2.1,2.5,0.4,0.9,7.613,1.613,5.839,0.548,0.79,1.0,C,None
8888,2015,Tyler Zeller,BOS,25.0,82.0,59.0,21.11,18.9,0.594,0.0,0.3,9.1,20.5,14.7,10.8,0.5,2.3,9.8,19.6,0.549,,0.549,0.823,0.179,0.4,0.4,0.9,1.2,10.159,1.378,5.671,0.22,0.634,0.927,C,None
8889,2016,Steven Adams,OKC,22.0,80.0,80.0,25.175,15.5,0.621,0.0,0.46,12.5,16.1,14.4,4.3,1.0,3.3,14.1,12.6,0.613,,0.613,0.582,0.155,0.8,1.3,2.1,2.1,7.95,0.775,6.662,0.525,1.112,1.05,C,None
8890,2016,Arron Afflalo,NYK,30.0,71.0,57.0,33.394,10.9,0.531,0.298,0.164,1.1,11.0,6.1,9.9,0.5,0.3,8.7,17.9,0.5,0.382,0.469,0.84,0.055,-0.6,-1.8,-2.4,-0.2,12.803,2.028,3.746,0.352,0.141,1.155,G,None
8891,2016,LaMarcus Aldridge,SAS,30.0,74.0,74.0,30.554,22.4,0.565,0.015,0.289,9.2,22.2,15.9,8.1,0.9,2.8,7.8,25.9,0.513,0.0,0.521,0.858,0.215,0.7,1.1,1.8,2.2,17.986,1.486,8.541,0.514,1.095,1.338,F,Third
8892,2016,Lavoy Allen,IND,26.0,79.0,28.0,20.241,12.4,0.532,0.0,0.197,11.1,17.8,14.5,7.1,0.8,2.1,14.6,13.0,0.516,,0.516,0.63,0.11,-2.1,1.4,-0.6,0.6,5.418,0.962,5.367,0.329,0.532,0.873,F,None
8893,2016,Tony Allen,MEM,34.0,64.0,57.0,25.312,12.9,0.505,0.09,0.294,7.0,14.1,10.4,6.9,3.5,1.0,12.8,16.8,0.474,0.357,0.468,0.652,0.072,-1.5,1.4,-0.1,0.8,8.359,1.094,4.625,1.719,0.281,1.219,G,None
8894,2016,Al-Farouq Aminu,POR,25.0,82.0,82.0,28.549,12.7,0.533,0.485,0.217,4.5,18.6,11.5,8.8,1.5,1.8,13.2,16.9,0.503,0.361,0.468,0.737,0.082,-0.4,0.7,0.2,1.3,10.232,1.683,6.085,0.878,0.646,1.463,F,None
8895,2016,Chris Andersen,MEM,37.0,20.0,14.0,18.3,15.1,0.605,0.145,0.516,9.9,18.2,13.9,3.7,2.0,2.5,8.4,10.2,0.565,0.222,0.604,0.688,0.148,-0.4,0.9,0.6,0.2,4.6,0.45,4.45,0.7,0.5,0.35,C,None
8896,2016,Kyle Anderson,SAS,22.0,78.0,11.0,15.962,12.9,0.528,0.125,0.281,2.4,19.4,11.2,13.7,2.5,1.8,15.1,14.4,0.488,0.324,0.488,0.747,0.133,-1.9,3.7,1.8,1.2,4.487,1.577,3.128,0.769,0.372,0.756,F,None
8897,2016,Ryan Anderson,NOP,27.0,66.0,7.0,30.424,17.2,0.546,0.385,0.245,7.0,15.2,10.9,6.1,0.9,1.0,8.0,24.7,0.498,0.366,0.466,0.873,0.092,1.5,-2.9,-1.4,0.3,17.03,1.106,6.0,0.576,0.379,1.364,F,None
8898,2016,Giannis Antetokounmpo,MIL,21.0,80.0,79.0,35.288,18.8,0.566,0.108,0.404,4.6,20.0,12.4,20.0,1.7,3.4,14.8,22.3,0.52,0.257,0.537,0.724,0.121,1.0,1.5,2.4,3.2,16.875,4.312,7.65,1.175,1.412,2.6,G,None
8899,2016,Carmelo Anthony,NYK,31.0,72.0,72.0,35.139,20.3,0.53,0.237,0.308,4.3,19.5,12.0,21.9,1.3,1.1,10.6,29.7,0.474,0.339,0.463,0.829,0.121,2.8,-0.2,2.6,2.9,21.847,4.153,7.722,0.861,0.528,2.444,F,None
8900,2016,Trevor Ariza,HOU,30.0,81.0,81.0,35.296,12.9,0.551,0.581,0.187,2.6,11.6,7.1,10.0,2.8,0.8,10.8,15.7,0.523,0.371,0.478,0.783,0.09,1.2,0.3,1.5,2.5,12.654,2.321,4.519,1.975,0.321,1.395,F,None
8901,2016,Darrell Arthur,DEN,27.0,70.0,16.0,21.657,12.5,0.514,0.239,0.108,6.2,15.4,10.7,10.0,1.8,2.6,11.4,16.7,0.498,0.385,0.473,0.755,0.072,-1.2,0.8,-0.3,0.6,7.529,1.371,4.186,0.757,0.686,0.943,F,None
8902,2016,Omer Asik,NOP,29.0,68.0,64.0,17.324,11.0,0.551,0.0,0.574,10.9,28.7,19.5,3.1,0.9,1.6,19.7,11.4,0.533,,0.533,0.545,0.07,-4.0,-0.2,-4.2,-0.7,3.956,0.382,6.088,0.309,0.338,0.882,C,None
8903,2016,D.J. Augustin,TOT,28.0,62.0,0.0,19.0,13.9,0.575,0.48,0.366,0.8,8.0,4.4,25.3,1.6,0.3,17.1,18.0,0.52,0.405,0.44,0.805,0.106,1.0,-2.7,-1.7,0.1,7.532,3.194,1.532,0.613,0.065,1.355,G,None
8904,2016,D.J. Augustin,OKC,28.0,34.0,0.0,15.265,8.7,0.522,0.504,0.281,1.1,7.6,4.5,16.7,1.2,0.3,18.1,13.6,0.479,0.393,0.367,0.765,0.065,-1.4,-1.9,-3.3,-0.2,4.176,1.941,1.265,0.382,0.059,0.882,G,None
8905,2016,D.J. Augustin,DEN,28.0,28.0,0.0,23.536,18.0,0.601,0.467,0.41,0.5,8.4,4.4,32.0,1.9,0.2,16.6,21.5,0.541,0.411,0.475,0.819,0.139,2.8,-3.3,-0.5,0.3,11.607,4.714,1.857,0.893,0.071,1.929,G,None
8906,2016,Luke Babbitt,NOP,26.0,47.0,13.0,17.979,11.6,0.526,0.377,0.173,3.2,16.7,9.7,9.6,0.6,0.7,6.9,17.5,0.498,0.404,0.433,0.78,0.064,-0.9,-2.0,-2.9,-0.2,6.957,1.128,3.149,0.234,0.149,0.489,F,None
8907,2016,Leandro Barbosa,GSW,33.0,68.0,0.0,15.868,11.7,0.545,0.297,0.168,3.0,8.4,5.8,10.6,2.0,0.7,11.8,18.1,0.515,0.355,0.508,0.839,0.092,-1.2,-0.9,-2.1,0.0,6.368,1.206,1.721,0.647,0.147,0.779,G,None
8908,2016,J.J. Barea,DAL,31.0,74.0,16.0,22.527,15.4,0.536,0.366,0.135,1.7,8.3,5.0,31.5,0.8,0.1,13.0,23.8,0.516,0.385,0.481,0.771,0.082,1.6,-2.8,-1.2,0.3,10.919,4.081,2.054,0.351,0.027,1.527,G,None
8909,2016,Harrison Barnes,GSW,23.0,66.0,59.0,30.939,12.3,0.559,0.338,0.212,4.3,12.4,8.6,7.8,1.0,0.4,7.6,15.9,0.531,0.383,0.508,0.761,0.116,0.4,-0.6,-0.2,0.9,11.727,1.773,4.924,0.621,0.152,0.864,F,None
8910,2016,Matt Barnes,MEM,35.0,76.0,45.0,28.816,11.7,0.503,0.534,0.199,4.2,18.3,10.9,11.6,1.8,2.4,13.8,17.9,0.467,0.322,0.449,0.804,0.056,-0.4,0.8,0.4,1.3,9.974,2.145,5.526,1.026,0.75,1.592,F,None
8911,2016,Will Barton,DEN,25.0,82.0,1.0,28.695,16.0,0.535,0.331,0.273,2.7,20.0,11.2,14.4,1.5,1.3,11.2,23.0,0.489,0.345,0.476,0.806,0.088,0.3,-0.4,-0.1,1.1,14.366,2.476,5.805,0.866,0.476,1.695,G,None
8912,2016,Brandon Bass,LAL,30.0,66.0,0.0,20.333,17.4,0.619,0.006,0.467,8.1,15.0,11.4,9.2,1.2,3.2,9.9,13.9,0.549,0.0,0.552,0.845,0.146,0.1,0.7,0.8,1.0,7.167,1.121,4.318,0.5,0.833,0.636,F,None
8913,2016,Nicolas Batum,CHO,27.0,70.0,70.0,34.971,15.6,0.546,0.457,0.22,2.4,16.8,9.6,26.9,1.3,1.4,17.6,21.4,0.506,0.348,0.492,0.849,0.097,1.1,0.9,2.0,2.5,14.943,5.757,6.114,0.929,0.614,2.929,F,None
8914,2016,Jerryd Bayless,MIL,27.0,52.0,18.0,28.942,12.4,0.568,0.529,0.206,1.6,9.0,5.4,16.2,1.6,0.6,13.3,16.4,0.539,0.437,0.408,0.778,0.075,1.1,-2.1,-1.0,0.4,10.404,3.135,2.712,0.904,0.212,1.404,G,None
8915,2016,Aron Baynes,DET,29.0,81.0,1.0,15.222,17.8,0.563,0.005,0.43,11.9,22.5,17.0,6.6,0.9,3.2,12.8,18.5,0.505,0.0,0.508,0.764,0.158,-1.3,1.1,-0.2,0.6,6.346,0.63,4.741,0.259,0.642,0.827,C,None
8916,2016,Kent Bazemore,ATL,26.0,75.0,68.0,27.773,13.4,0.551,0.421,0.208,1.5,18.0,9.9,12.7,2.3,1.4,14.8,20.0,0.517,0.357,0.502,0.815,0.094,-1.3,1.6,0.3,1.2,11.627,2.28,5.053,1.307,0.507,1.84,F,None
8917,2016,Bradley Beal,WAS,22.0,55.0,35.0,31.055,15.5,0.547,0.339,0.22,2.6,9.8,6.2,15.6,1.5,0.5,11.3,25.3,0.515,0.387,0.481,0.767,0.076,1.0,-1.6,-0.6,0.6,17.418,2.945,3.418,0.982,0.2,2.036,G,None
8918,2016,Michael Beasley,HOU,27.0,20.0,0.0,18.15,22.5,0.563,0.044,0.239,8.8,21.1,14.9,9.1,1.5,2.1,9.6,29.7,0.529,0.333,0.531,0.776,0.128,-0.8,-2.5,-3.4,-0.1,12.75,0.8,4.9,0.55,0.45,1.2,F,None
8919,2016,Marco Belinelli,SAC,29.0,68.0,7.0,24.588,9.4,0.5,0.468,0.217,0.7,6.9,3.8,11.1,1.1,0.1,10.3,19.7,0.457,0.306,0.456,0.833,0.014,-1.3,-2.9,-4.2,-0.9,10.235,1.868,1.721,0.544,0.029,1.176,G,None
8920,2016,Patrick Beverley,HOU,27.0,71.0,63.0,28.746,13.0,0.553,0.522,0.148,3.9,9.6,6.8,17.9,2.3,1.1,12.6,15.3,0.539,0.4,0.472,0.682,0.102,1.4,-0.3,1.1,1.6,9.859,3.366,3.521,1.324,0.366,1.282,G,None
8921,2016,Bismack Biyombo,TOR,23.0,82.0,22.0,22.049,14.9,0.586,0.003,0.785,11.7,29.5,20.8,2.4,0.5,6.1,15.5,11.5,0.542,0.0,0.544,0.628,0.156,-2.4,2.3,-0.1,0.9,5.537,0.354,7.988,0.232,1.622,0.866,C,None
8922,2016,Nemanja Bjelica,MIN,27.0,60.0,0.0,17.917,11.2,0.594,0.532,0.234,5.4,17.2,11.4,11.4,1.2,1.6,15.3,12.8,0.57,0.384,0.564,0.727,0.087,0.5,-0.2,0.3,0.6,5.133,1.383,3.5,0.433,0.35,0.783,F,None
8923,2016,Steve Blake,DET,35.0,58.0,2.0,17.0,9.8,0.51,0.629,0.083,1.0,9.2,4.9,29.5,1.2,0.4,24.6,14.6,0.496,0.344,0.461,0.8,0.053,-1.8,-1.8,-3.5,-0.4,4.379,3.448,1.534,0.414,0.086,1.397,G,None
8924,2016,Eric Bledsoe,PHO,26.0,31.0,31.0,34.161,20.0,0.557,0.262,0.35,1.8,11.2,6.4,31.8,2.9,1.5,16.2,27.2,0.502,0.372,0.482,0.802,0.116,2.7,0.1,2.8,1.3,20.387,6.129,4.032,2.032,0.613,3.548,G,None
8925,2016,Bojan Bogdanovic,BRK,26.0,79.0,39.0,26.772,10.7,0.55,0.451,0.176,1.9,11.8,6.8,7.3,0.7,0.2,12.5,19.4,0.519,0.382,0.474,0.833,0.021,-0.5,-2.9,-3.4,-0.8,11.228,1.253,3.228,0.367,0.063,1.456,F,None
8926,2016,Andrew Bogut,GSW,31.0,70.0,66.0,20.729,15.9,0.623,0.004,0.179,9.5,26.0,18.3,14.8,1.1,5.8,21.6,11.4,0.629,1.0,0.626,0.48,0.18,-0.6,5.1,4.5,2.4,5.357,2.314,7.029,0.471,1.629,1.186,C,None
8927,2016,Devin Booker,PHO,19.0,76.0,51.0,27.737,11.9,0.535,0.333,0.295,1.4,8.4,4.8,15.8,1.0,0.8,14.0,23.0,0.48,0.343,0.464,0.84,0.043,-0.6,-2.4,-3.1,-0.6,13.789,2.632,2.461,0.579,0.263,2.105,G,None
8928,2016,Trevor Booker,UTA,28.0,79.0,2.0,20.658,14.4,0.533,0.106,0.273,11.9,20.4,16.2,8.2,1.9,2.1,15.7,14.6,0.505,0.293,0.513,0.67,0.128,-0.9,2.3,1.4,1.4,5.861,1.063,5.722,0.747,0.519,1.025,F,None
8929,2016,Chris Bosh,MIA,31.0,53.0,53.0,33.547,20.2,0.571,0.289,0.349,3.2,21.1,12.4,12.1,1.0,1.5,8.1,24.7,0.52,0.365,0.508,0.795,0.172,2.3,-0.3,2.1,1.8,19.057,2.415,7.358,0.679,0.642,1.472,F,None
8930,2016,Avery Bradley,BOS,25.0,76.0,72.0,33.368,13.2,0.538,0.399,0.121,2.0,7.3,4.6,9.8,2.2,0.6,9.2,19.8,0.52,0.361,0.505,0.78,0.09,0.5,-0.3,0.2,1.4,15.197,2.079,2.895,1.539,0.25,1.434,G,None
8931,2016,Corey Brewer,HOU,29.0,82.0,12.0,20.354,9.9,0.481,0.406,0.254,2.8,10.4,6.6,10.0,2.5,0.9,11.3,17.8,0.439,0.272,0.46,0.75,0.035,-2.2,-1.0,-3.1,-0.5,7.195,1.329,2.427,1.024,0.232,0.951,F,None
8932,2016,Aaron Brooks,CHI,31.0,69.0,0.0,16.058,11.8,0.494,0.394,0.136,2.0,7.5,4.8,26.0,1.4,0.7,14.2,22.9,0.471,0.357,0.43,0.766,0.04,-0.5,-2.8,-3.3,-0.4,7.116,2.609,1.464,0.435,0.145,1.188,G,None
8933,2016,Anthony Brown,LAL,23.0,29.0,11.0,20.655,4.9,0.427,0.556,0.159,1.6,11.3,6.3,4.8,1.2,0.7,10.0,11.0,0.389,0.286,0.339,0.85,-0.024,-4.0,-1.1,-5.0,-0.5,3.966,0.655,2.414,0.483,0.172,0.517,F,None
8934,2016,Markel Brown,BRK,24.0,62.0,6.0,15.839,11.3,0.5,0.376,0.292,2.6,11.5,7.0,13.9,2.0,1.2,12.9,18.9,0.453,0.314,0.443,0.755,0.031,-1.4,-1.3,-2.6,-0.2,5.855,1.468,1.968,0.613,0.242,0.871,G,None
8935,2016,Kobe Bryant,LAL,37.0,66.0,66.0,28.227,14.9,0.469,0.42,0.252,2.3,12.3,7.1,19.1,1.7,0.5,9.4,32.2,0.417,0.285,0.41,0.826,-0.01,0.8,-3.3,-2.5,-0.2,17.591,2.788,3.742,0.939,0.197,1.955,F,None
8936,2016,Trey Burke,UTA,23.0,64.0,0.0,21.344,14.0,0.507,0.404,0.129,1.5,8.0,4.8,19.7,1.4,0.4,10.7,25.3,0.483,0.344,0.46,0.817,0.074,0.4,-2.5,-2.0,0.0,10.609,2.312,1.75,0.547,0.094,1.25,G,None
8937,2016,Alec Burks,UTA,24.0,31.0,3.0,25.71,14.3,0.52,0.237,0.422,2.4,13.6,8.0,13.9,1.2,0.4,11.4,25.9,0.458,0.405,0.412,0.752,0.09,-0.9,-1.6,-2.5,-0.1,13.29,2.032,3.516,0.581,0.129,1.645,G,None
8938,2016,Jimmy Butler,CHI,26.0,67.0,67.0,36.925,21.3,0.562,0.198,0.459,3.4,11.6,7.6,21.4,2.2,1.3,9.6,24.4,0.485,0.312,0.489,0.832,0.177,3.6,0.3,4.0,3.7,20.881,4.791,5.343,1.642,0.642,1.97,G,None
8939,2016,Jose Calderon,NYK,34.0,72.0,72.0,28.111,12.3,0.571,0.446,0.105,1.2,11.0,6.2,22.4,1.6,0.3,15.4,12.6,0.552,0.414,0.496,0.875,0.096,0.5,-0.6,-0.1,1.0,7.556,4.139,3.181,0.875,0.097,1.208,G,None
8940,2016,Kentavious Caldwell-Pope,DET,22.0,76.0,76.0,36.697,12.4,0.521,0.384,0.238,2.6,8.6,5.5,7.8,2.0,0.5,9.0,18.2,0.479,0.309,0.489,0.811,0.092,0.6,0.6,1.1,2.2,14.539,1.816,3.711,1.447,0.224,1.382,G,None
8941,2016,Isaiah Canaan,PHI,24.0,77.0,39.0,25.532,11.1,0.528,0.672,0.249,1.1,8.8,4.8,11.3,1.4,0.5,10.2,19.9,0.482,0.363,0.354,0.833,0.035,0.2,-2.9,-2.7,-0.4,10.987,1.779,2.26,0.727,0.156,1.182,G,None
8942,2016,Clint Capela,HOU,21.0,77.0,35.0,19.104,18.3,0.553,0.003,0.531,14.4,22.7,18.5,5.1,2.0,5.2,10.9,16.1,0.582,0.0,0.583,0.379,0.144,-1.2,1.7,0.5,0.9,7.039,0.61,6.416,0.766,1.195,0.779,C,None
8943,2016,DeMarre Carroll,TOR,29.0,26.0,22.0,30.231,11.9,0.49,0.437,0.185,4.6,13.1,8.9,5.5,2.9,0.6,8.8,18.5,0.474,0.39,0.388,0.6,0.074,0.0,0.3,0.2,0.4,11.0,1.038,4.692,1.692,0.231,1.077,F,None
8944,2016,Vince Carter,MEM,39.0,60.0,3.0,16.75,12.7,0.52,0.493,0.245,3.4,13.6,8.3,8.9,1.9,1.5,8.4,18.5,0.474,0.349,0.425,0.833,0.084,-0.1,-1.2,-1.2,0.2,6.583,0.933,2.433,0.633,0.267,0.583,G,None
8945,2016,Michael Carter-Williams,MIL,24.0,54.0,37.0,30.537,13.9,0.497,0.099,0.292,3.4,15.7,9.6,26.6,2.5,2.1,19.6,21.3,0.466,0.273,0.472,0.654,0.035,-1.6,0.9,-0.8,0.5,11.537,5.204,5.111,1.481,0.759,2.833,G,None
8946,2016,Omri Casspi,SAC,27.0,69.0,21.0,27.246,13.9,0.587,0.441,0.256,3.4,20.1,11.8,7.5,1.4,0.7,12.0,17.8,0.571,0.409,0.537,0.648,0.092,0.3,-0.6,-0.3,0.8,11.783,1.377,5.942,0.812,0.246,1.362,F,None
