Year,Player,Age,Tm,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,is_mvp
2004.0,Chris Crawford,28.0,ATL,56.0,1207.0,569.0,175.0,45.0,37.0,20.0,0.448,0.389,0.866,2.7,0.107,False
2004.0,Jamal Crawford,23.0,CHI,80.0,2811.0,1383.0,283.0,405.0,111.0,29.0,0.386,0.317,0.833,4.1,0.069,False
2004.0,Eddy Curry,21.0,CHI,73.0,2154.0,1070.0,451.0,68.0,24.0,83.0,0.496,1.0,0.671,3.0,0.066,False
2004.0,Samuel Dalembert,22.0,PHI,82.0,2197.0,652.0,626.0,21.0,44.0,189.0,0.541,0.0,0.644,6.9,0.151,False
2004.0,Erick Dampier,28.0,GSW,74.0,2403.0,913.0,887.0,60.0,33.0,137.0,0.535,0.0,0.654,8.9,0.178,False
2004.0,Antonio Daniels,28.0,SEA,71.0,1512.0,571.0,142.0,298.0,45.0,6.0,0.47,0.362,0.842,5.8,0.184,False
2004.0,Baron Davis,24.0,NOH,67.0,2686.0,1532.0,287.0,501.0,158.0,27.0,0.395,0.321,0.673,7.5,0.133,False
2004.0,Ricky Davis,24.0,TOT,79.0,2474.0,1140.0,358.0,259.0,96.0,22.0,0.469,0.371,0.718,4.4,0.085,False
2004.0,Ricky Davis,24.0,CLE,22.0,796.0,336.0,121.0,111.0,25.0,8.0,0.431,0.354,0.68,0.7,0.04,False
2004.0,Ricky Davis,24.0,BOS,57.0,1678.0,804.0,237.0,148.0,71.0,14.0,0.488,0.38,0.732,3.7,0.106,False
2004.0,Boris Diaw,21.0,ATL,76.0,1919.0,342.0,342.0,182.0,59.0,37.0,0.447,0.231,0.602,0.8,0.021,False
2004.0,Vlade Divac,35.0,SAC,81.0,2317.0,800.0,463.0,432.0,57.0,77.0,0.47,0.154,0.654,5.3,0.11,False
2004.0,Juan Dixon,25.0,WAS,71.0,1478.0,664.0,148.0,137.0,82.0,4.0,0.388,0.298,0.799,1.4,0.044,False
2004.0,Tim Duncan,27.0,SAS,69.0,2527.0,1538.0,859.0,213.0,62.0,185.0,0.501,0.167,0.599,13.1,0.249,False
2004.0,Mike Dunleavy,23.0,GSW,75.0,2336.0,877.0,442.0,220.0,68.0,13.0,0.449,0.37,0.741,5.2,0.107,False
2004.0,Howard Eisley,31.0,TOT,67.0,1457.0,460.0,129.0,273.0,56.0,5.0,0.368,0.319,0.854,1.7,0.055,False
2004.0,Howard Eisley,31.0,NYK,33.0,730.0,220.0,66.0,156.0,30.0,3.0,0.396,0.329,0.889,1.5,0.096,False
2004.0,Howard Eisley,31.0,PHO,34.0,727.0,240.0,63.0,117.0,26.0,2.0,0.345,0.308,0.83,0.2,0.013,False
2004.0,Michael Finley,30.0,DAL,72.0,2778.0,1342.0,325.0,212.0,84.0,39.0,0.443,0.405,0.85,7.6,0.131,False
2004.0,Derek Fisher,29.0,LAL,82.0,1769.0,580.0,152.0,187.0,103.0,4.0,0.352,0.291,0.797,2.4,0.066,False
2004.0,T.J. Ford,20.0,MIL,55.0,1472.0,391.0,177.0,356.0,60.0,3.0,0.384,0.238,0.816,0.7,0.022,False
2004.0,Jeff Foster,27.0,IND,82.0,1961.0,497.0,610.0,64.0,71.0,27.0,0.544,0.0,0.669,8.3,0.202,False
2004.0,Rick Fox,34.0,LAL,38.0,846.0,183.0,102.0,98.0,29.0,4.0,0.392,0.246,0.733,0.8,0.043,False
2004.0,Steve Francis,26.0,HOU,79.0,3194.0,1310.0,433.0,493.0,139.0,35.0,0.403,0.292,0.775,7.1,0.107,False
2004.0,Kevin Garnett,27.0,MIN,82.0,3231.0,1987.0,1139.0,409.0,120.0,178.0,0.499,0.256,0.791,18.3,0.272,True
2004.0,Pau Gasol,23.0,MEM,78.0,2458.0,1381.0,600.0,198.0,44.0,132.0,0.482,0.267,0.714,8.1,0.159,False
2004.0,Devean George,26.0,LAL,82.0,1951.0,604.0,332.0,112.0,81.0,38.0,0.408,0.349,0.76,3.4,0.083,False
2004.0,Kendall Gill,35.0,CHI,56.0,1411.0,539.0,190.0,89.0,65.0,16.0,0.392,0.237,0.735,0.4,0.013,False
2004.0,Manu Ginobili,26.0,SAS,77.0,2260.0,987.0,344.0,291.0,136.0,16.0,0.418,0.359,0.802,9.1,0.194,False
2004.0,Gordan Giricek,26.0,TOT,73.0,2041.0,827.0,226.0,122.0,56.0,15.0,0.436,0.395,0.854,2.4,0.056,False
2004.0,Gordan Giricek,26.0,ORL,48.0,1435.0,489.0,164.0,80.0,41.0,10.0,0.44,0.407,0.827,1.2,0.04,False
2004.0,Gordan Giricek,26.0,UTA,25.0,606.0,338.0,62.0,42.0,15.0,5.0,0.431,0.359,0.883,1.2,0.096,False
2004.0,Dion Glover,25.0,TOT,69.0,1643.0,620.0,266.0,130.0,50.0,19.0,0.39,0.336,0.769,1.1,0.032,False
2004.0,Dion Glover,25.0,ATL,55.0,1465.0,556.0,237.0,115.0,40.0,17.0,0.391,0.343,0.775,1.2,0.039,False
2004.0,Drew Gooden,22.0,ORL,79.0,2134.0,914.0,516.0,89.0,62.0,72.0,0.445,0.214,0.637,1.9,0.043,False
2004.0,Brian Grant,31.0,MIA,76.0,2303.0,664.0,524.0,69.0,51.0,35.0,0.471,0.0,0.782,4.9,0.101,False
2004.0,Horace Grant,38.0,LAL,55.0,1106.0,223.0,233.0,71.0,24.0,21.0,0.411,0.0,0.722,2.0,0.087,False
2004.0,Tom Gugliotta,34.0,UTA,25.0,515.0,93.0,131.0,42.0,17.0,8.0,0.375,0.333,0.7,0.8,0.079,False
2004.0,Richard Hamilton,25.0,DET,78.0,2772.0,1375.0,279.0,310.0,103.0,17.0,0.455,0.265,0.868,8.1,0.141,False
2004.0,Anfernee Hardaway,32.0,TOT,76.0,2095.0,699.0,287.0,176.0,70.0,20.0,0.411,0.38,0.804,2.0,0.046,False
2004.0,Anfernee Hardaway,32.0,PHO,34.0,876.0,296.0,98.0,97.0,28.0,8.0,0.443,0.4,0.857,1.3,0.069,False
2004.0,Anfernee Hardaway,32.0,NYK,42.0,1219.0,403.0,189.0,79.0,42.0,12.0,0.39,0.364,0.775,0.7,0.029,False
2004.0,Matt Harpring,27.0,UTA,31.0,1134.0,502.0,247.0,63.0,22.0,2.0,0.471,0.242,0.688,2.8,0.116,False
2004.0,Al Harrington,23.0,IND,79.0,2441.0,1048.0,508.0,131.0,80.0,22.0,0.463,0.273,0.734,5.9,0.116,False
2004.0,Lucious Harris,33.0,NJN,69.0,1504.0,478.0,140.0,135.0,41.0,2.0,0.404,0.376,0.846,2.5,0.081,False
2004.0,Udonis Haslem,23.0,MIA,75.0,1795.0,550.0,473.0,51.0,33.0,24.0,0.459,0.0,0.765,4.8,0.128,False
2004.0,Trenton Hassell,24.0,MIN,81.0,2264.0,406.0,257.0,133.0,36.0,54.0,0.465,0.308,0.787,4.0,0.084,False
2004.0,Jarvis Hayes,22.0,WAS,70.0,2044.0,673.0,264.0,106.0,71.0,11.0,0.4,0.305,0.786,0.5,0.012,False
2004.0,Nene Hilario,21.0,DEN,77.0,2504.0,908.0,503.0,168.0,116.0,41.0,0.53,0.0,0.682,6.1,0.117,False
2004.0,Kirk Hinrich,23.0,CHI,76.0,2706.0,915.0,259.0,517.0,101.0,21.0,0.386,0.39,0.804,4.1,0.072,False
2004.0,Fred Hoiberg,31.0,MIN,79.0,1804.0,530.0,268.0,109.0,66.0,10.0,0.465,0.442,0.845,6.1,0.163,False
2004.0,Allan Houston,32.0,NYK,50.0,1799.0,924.0,121.0,99.0,38.0,2.0,0.435,0.431,0.913,3.1,0.083,False
2004.0,Josh Howard,23.0,DAL,67.0,1589.0,575.0,368.0,97.0,69.0,54.0,0.43,0.303,0.703,3.5,0.104,False
2004.0,Juwan Howard,30.0,ORL,81.0,2877.0,1376.0,570.0,158.0,54.0,22.0,0.453,0.0,0.809,3.6,0.059,False
2004.0,Larry Hughes,25.0,WAS,61.0,2061.0,1148.0,326.0,148.0,95.0,26.0,0.397,0.341,0.797,3.8,0.088,False
2004.0,Lindsey Hunter,33.0,DET,33.0,661.0,117.0,67.0,85.0,39.0,6.0,0.343,0.28,0.625,0.9,0.067,False
2004.0,Zydrunas Ilgauskas,28.0,CLE,81.0,2539.0,1237.0,653.0,109.0,39.0,201.0,0.483,0.286,0.746,7.8,0.147,False
2004.0,Allen Iverson,28.0,PHI,48.0,2040.0,1266.0,178.0,324.0,115.0,5.0,0.387,0.286,0.745,2.8,0.066,False
2004.0,Bobby Jackson,30.0,SAC,50.0,1185.0,689.0,174.0,105.0,49.0,8.0,0.444,0.37,0.752,3.1,0.124,False
2004.0,Jim Jackson,33.0,HOU,80.0,3119.0,1033.0,487.0,226.0,86.0,23.0,0.424,0.4,0.843,6.6,0.102,False
2004.0,Marc Jackson,29.0,PHI,22.0,598.0,206.0,126.0,18.0,12.0,6.0,0.415,0.0,0.79,1.3,0.1,False
2004.0,Stephen Jackson,25.0,ATL,80.0,2940.0,1450.0,370.0,244.0,142.0,20.0,0.425,0.34,0.785,4.4,0.072,False
2004.0,Casey Jacobsen,22.0,PHO,78.0,1828.0,466.0,201.0,98.0,48.0,9.0,0.417,0.417,0.82,2.6,0.068,False
2004.0,LeBron James,19.0,CLE,79.0,3122.0,1654.0,432.0,465.0,130.0,58.0,0.417,0.29,0.754,5.1,0.078,False
2004.0,Mike James,28.0,TOT,81.0,2196.0,753.0,234.0,339.0,96.0,3.0,0.414,0.377,0.811,5.2,0.113,False
2004.0,Mike James,28.0,BOS,55.0,1684.0,588.0,176.0,244.0,70.0,2.0,0.418,0.381,0.8,3.8,0.108,False
2004.0,Antawn Jamison,27.0,DAL,82.0,2376.0,1212.0,520.0,70.0,83.0,30.0,0.535,0.4,0.748,9.0,0.183,False
2004.0,Marko Jaric,25.0,LAC,58.0,1760.0,495.0,175.0,281.0,93.0,20.0,0.388,0.34,0.733,1.5,0.042,False
2004.0,Richard Jefferson,23.0,NJN,82.0,3133.0,1515.0,464.0,315.0,92.0,28.0,0.498,0.364,0.763,11.0,0.168,False
2004.0,Jared Jeffries,22.0,WAS,82.0,1913.0,464.0,424.0,93.0,48.0,28.0,0.377,0.167,0.614,0.6,0.014,False
2004.0,Anthony Johnson,29.0,IND,73.0,1598.0,450.0,130.0,202.0,64.0,8.0,0.406,0.336,0.798,3.6,0.109,False
2004.0,Joe Johnson,22.0,PHO,82.0,3331.0,1367.0,385.0,362.0,93.0,26.0,0.43,0.305,0.75,3.3,0.047,False
2004.0,Damon Jones,27.0,MIL,82.0,2016.0,573.0,170.0,478.0,30.0,4.0,0.401,0.359,0.764,3.9,0.093,False
2004.0,Eddie Jones,32.0,MIA,81.0,2998.0,1401.0,308.0,258.0,92.0,34.0,0.409,0.37,0.835,9.1,0.146,False
2004.0,Chris Kaman,21.0,LAC,82.0,1843.0,499.0,461.0,85.0,23.0,73.0,0.46,0.0,0.697,0.0,0.001,False
2004.0,Jason Kidd,30.0,NJN,67.0,2450.0,1036.0,428.0,618.0,122.0,14.0,0.384,0.321,0.827,7.2,0.141,False
2004.0,Andrei Kirilenko,22.0,UTA,78.0,2895.0,1284.0,629.0,244.0,150.0,215.0,0.443,0.338,0.79,11.6,0.192,False
2004.0,Kerry Kittles,29.0,NJN,82.0,2842.0,1072.0,327.0,206.0,125.0,40.0,0.453,0.351,0.787,7.6,0.128,False
2004.0,Brevin Knight,28.0,MIL,21.0,420.0,123.0,48.0,98.0,29.0,0.0,0.438,0.333,0.789,1.1,0.127,False
2004.0,Toni Kukoc,35.0,MIL,73.0,1522.0,616.0,271.0,200.0,59.0,21.0,0.417,0.292,0.729,3.1,0.096,False
2004.0,Christian Laettner,34.0,WAS,48.0,984.0,284.0,232.0,89.0,37.0,28.0,0.465,0.286,0.8,2.3,0.111,False
2004.0,Voshon Lenard,30.0,DEN,73.0,2233.0,1038.0,200.0,151.0,61.0,12.0,0.422,0.367,0.791,4.0,0.086,False
2004.0,Rashard Lewis,24.0,SEA,80.0,2931.0,1421.0,518.0,175.0,99.0,54.0,0.435,0.376,0.763,6.5,0.107,False
2004.0,Tyronn Lue,26.0,ORL,76.0,2332.0,799.0,187.0,317.0,61.0,5.0,0.433,0.383,0.771,2.1,0.042,False
2004.0,George Lynch,33.0,NOH,78.0,1701.0,375.0,312.0,117.0,48.0,18.0,0.397,0.309,0.667,2.5,0.072,False
2004.0,Corey Maggette,24.0,LAC,73.0,2628.0,1508.0,430.0,224.0,65.0,16.0,0.447,0.329,0.848,8.6,0.157,False
2004.0,Jamaal Magloire,25.0,NOH,82.0,2777.0,1119.0,847.0,86.0,43.0,101.0,0.473,0.0,0.751,7.6,0.131,False
2004.0,Karl Malone,40.0,LAL,42.0,1373.0,554.0,367.0,163.0,50.0,20.0,0.483,0.0,0.747,4.3,0.151,False
2004.0,Stephon Marbury,26.0,TOT,81.0,3254.0,1639.0,263.0,719.0,129.0,9.0,0.431,0.318,0.817,9.1,0.134,False
2004.0,Stephon Marbury,26.0,PHO,34.0,1415.0,708.0,117.0,281.0,64.0,5.0,0.432,0.314,0.795,3.5,0.12,False
2004.0,Stephon Marbury,26.0,NYK,47.0,1839.0,931.0,146.0,438.0,65.0,4.0,0.431,0.321,0.833,5.5,0.144,False
2004.0,Shawn Marion,25.0,PHO,79.0,3217.0,1498.0,737.0,214.0,167.0,104.0,0.44,0.34,0.851,9.1,0.135,False
2004.0,Donyell Marshall,30.0,TOT,82.0,2988.0,1205.0,808.0,122.0,93.0,124.0,0.461,0.403,0.736,10.4,0.167,False
2004.0,Donyell Marshall,30.0,CHI,16.0,408.0,139.0,99.0,28.0,13.0,20.0,0.419,0.407,0.7,0.7,0.077,False
2004.0,Donyell Marshall,30.0,TOR,66.0,2580.0,1066.0,709.0,94.0,80.0,104.0,0.467,0.403,0.741,9.8,0.181,False
2004.0,Kenyon Martin,26.0,NJN,65.0,2252.0,1086.0,617.0,160.0,95.0,82.0,0.488,0.28,0.684,6.7,0.142,False
2004.0,Jamal Mashburn,31.0,NOH,19.0,730.0,396.0,117.0,47.0,14.0,5.0,0.392,0.284,0.813,0.7,0.048,False
2004.0,Desmond Mason,26.0,MIL,82.0,2534.0,1183.0,359.0,152.0,60.0,24.0,0.472,0.231,0.769,5.7,0.107,False
2004.0,Walter McCarty,29.0,BOS,77.0,1900.0,605.0,239.0,124.0,72.0,22.0,0.388,0.374,0.756,2.9,0.073,False
2004.0,Tracy McGrady,24.0,ORL,67.0,2675.0,1878.0,402.0,370.0,93.0,42.0,0.417,0.339,0.796,8.4,0.151,False
2004.0,Jeff McInnis,29.0,TOT,70.0,2365.0,828.0,176.0,430.0,72.0,6.0,0.447,0.362,0.797,4.9,0.099,False
2004.0,Jeff McInnis,29.0,POR,39.0,1269.0,465.0,94.0,196.0,36.0,2.0,0.471,0.319,0.763,2.6,0.098,False
2004.0,Jeff McInnis,29.0,CLE,31.0,1096.0,363.0,82.0,234.0,36.0,4.0,0.417,0.388,0.836,2.3,0.1,False
2004.0,Aaron McKie,31.0,PHI,75.0,2112.0,689.0,253.0,195.0,85.0,23.0,0.459,0.436,0.757,4.8,0.108,False
2004.0,Stanislav Medvedenko,24.0,LAL,68.0,1442.0,563.0,343.0,57.0,38.0,18.0,0.441,0.0,0.767,3.0,0.101,False
2004.0,Darius Miles,22.0,TOT,79.0,2079.0,861.0,359.0,162.0,67.0,61.0,0.485,0.175,0.642,3.6,0.083,False
2004.0,Darius Miles,22.0,CLE,37.0,888.0,330.0,167.0,80.0,25.0,27.0,0.432,0.167,0.542,0.6,0.032,False
2004.0,Darius Miles,22.0,POR,42.0,1191.0,531.0,192.0,82.0,42.0,34.0,0.526,0.2,0.702,3.0,0.121,False
2004.0,Andre Miller,27.0,DEN,82.0,2838.0,1214.0,366.0,501.0,142.0,25.0,0.457,0.185,0.832,8.8,0.148,False
2004.0,Brad Miller,27.0,SAC,72.0,2621.0,1014.0,743.0,312.0,68.0,86.0,0.51,0.316,0.778,10.0,0.184,False
2004.0,Mike Miller,23.0,MEM,65.0,1770.0,722.0,216.0,232.0,59.0,14.0,0.438,0.372,0.723,3.9,0.107,False
2004.0,Reggie Miller,38.0,IND,80.0,2254.0,800.0,188.0,249.0,65.0,11.0,0.438,0.401,0.885,8.9,0.189,False
2004.0,Yao Ming,23.0,HOU,82.0,2692.0,1431.0,735.0,122.0,22.0,156.0,0.522,0.0,0.809,11.4,0.202,False
2004.0,Cuttino Mobley,28.0,HOU,80.0,3229.0,1260.0,362.0,258.0,107.0,33.0,0.426,0.39,0.811,7.6,0.114,False
2004.0,Troy Murphy,23.0,GSW,28.0,610.0,279.0,173.0,20.0,12.0,17.0,0.44,0.294,0.75,1.3,0.104,False
2004.0,Ronald Murray,24.0,SEA,82.0,2021.0,1013.0,204.0,205.0,81.0,28.0,0.425,0.293,0.715,1.7,0.04,False
2004.0,Steve Nash,29.0,DAL,78.0,2612.0,1128.0,232.0,687.0,67.0,8.0,0.47,0.405,0.916,8.8,0.162,False
2004.0,Dirk Nowitzki,25.0,DAL,77.0,2915.0,1680.0,670.0,207.0,92.0,104.0,0.462,0.341,0.877,11.5,0.19,False
2004.0,Jermaine O'Neal,25.0,IND,78.0,2788.0,1566.0,778.0,164.0,59.0,199.0,0.434,0.111,0.757,9.0,0.155,False
2004.0,Lamar Odom,24.0,MIA,80.0,3003.0,1371.0,776.0,327.0,85.0,71.0,0.43,0.298,0.742,8.4,0.134,False
2004.0,Mehmet Okur,24.0,DET,71.0,1580.0,682.0,421.0,69.0,36.0,63.0,0.463,0.375,0.775,5.9,0.179,False
2004.0,Greg Ostertag,30.0,UTA,78.0,2153.0,529.0,578.0,123.0,30.0,139.0,0.476,0.0,0.579,5.0,0.111,False
2004.0,Milt Palacio,25.0,TOR,59.0,1211.0,257.0,102.0,184.0,41.0,11.0,0.349,0.154,0.662,-0.5,-0.02,False
2004.0,Jannero Pargo,24.0,CHI,13.0,345.0,175.0,27.0,47.0,7.0,5.0,0.429,0.377,0.852,0.4,0.061,False
2004.0,Tony Parker,21.0,SAS,75.0,2577.0,1099.0,237.0,411.0,61.0,7.0,0.447,0.312,0.702,7.5,0.14,False
2004.0,Ruben Patterson,28.0,POR,73.0,1651.0,507.0,268.0,139.0,84.0,21.0,0.506,0.167,0.553,3.0,0.087,False
2004.0,Gary Payton,35.0,LAL,82.0,2825.0,1199.0,342.0,449.0,96.0,19.0,0.471,0.333,0.714,8.1,0.137,False
2004.0,Morris Peterson,26.0,TOR,82.0,2148.0,678.0,261.0,113.0,88.0,14.0,0.405,0.371,0.809,4.9,0.11,False
2004.0,Paul Pierce,26.0,BOS,80.0,3099.0,1836.0,522.0,410.0,131.0,52.0,0.402,0.299,0.819,7.1,0.109,False
2004.0,James Posey,27.0,MEM,82.0,2451.0,1126.0,403.0,122.0,137.0,40.0,0.478,0.386,0.83,10.0,0.195,False
2004.0,Tayshaun Prince,23.0,DET,82.0,2701.0,841.0,390.0,191.0,63.0,69.0,0.467,0.363,0.766,7.5,0.134,False
2004.0,Vladimir Radmanovic,23.0,SEA,77.0,2321.0,925.0,406.0,142.0,80.0,42.0,0.425,0.371,0.748,4.2,0.088,False
2004.0,Zach Randolph,22.0,POR,81.0,3067.0,1626.0,851.0,163.0,68.0,41.0,0.485,0.2,0.761,7.1,0.111,False
2004.0,Michael Redd,24.0,MIL,82.0,3021.0,1776.0,407.0,185.0,81.0,6.0,0.44,0.35,0.868,9.7,0.154,False
2004.0,Jason Richardson,23.0,GSW,78.0,2936.0,1461.0,524.0,226.0,86.0,41.0,0.438,0.282,0.684,5.2,0.085,False
2004.0,Quentin Richardson,23.0,LAC,65.0,2338.0,1121.0,414.0,139.0,67.0,19.0,0.398,0.352,0.74,2.4,0.05,False
2004.0,Clifford Robinson,37.0,GSW,82.0,2846.0,967.0,322.0,271.0,68.0,73.0,0.387,0.357,0.711,2.0,0.033,False
2004.0,Eddie Robinson,27.0,CHI,51.0,1024.0,343.0,104.0,58.0,33.0,10.0,0.482,0.2,0.651,0.8,0.039,False
2004.0,Glenn Robinson,31.0,PHI,42.0,1336.0,698.0,189.0,57.0,42.0,9.0,0.448,0.34,0.832,1.6,0.056,False
2004.0,Rodney Rogers,32.0,NJN,69.0,1409.0,539.0,307.0,137.0,59.0,27.0,0.41,0.329,0.765,3.1,0.104,False
2004.0,Jalen Rose,31.0,TOT,66.0,2497.0,1022.0,266.0,329.0,51.0,22.0,0.402,0.342,0.81,1.5,0.029,False
2004.0,Jalen Rose,31.0,CHI,16.0,529.0,212.0,64.0,56.0,12.0,4.0,0.375,0.426,0.765,0.3,0.024,False
2004.0,Jalen Rose,31.0,TOR,50.0,1968.0,810.0,202.0,273.0,39.0,18.0,0.41,0.311,0.822,1.3,0.031,False
2004.0,John Salmons,24.0,PHI,77.0,1603.0,443.0,196.0,134.0,62.0,16.0,0.387,0.34,0.772,2.1,0.064,False
2004.0,Bobby Simmons,23.0,LAC,56.0,1376.0,437.0,262.0,96.0,51.0,17.0,0.394,0.167,0.834,2.0,0.07,False
2004.0,Joe Smith,28.0,MIL,76.0,2254.0,830.0,643.0,78.0,47.0,94.0,0.439,0.2,0.859,6.3,0.134,False
2004.0,Eric Snow,30.0,PHI,82.0,2966.0,844.0,281.0,563.0,97.0,6.0,0.413,0.111,0.797,5.5,0.09,False
2004.0,Latrell Sprewell,33.0,MIN,82.0,3100.0,1375.0,310.0,286.0,88.0,21.0,0.409,0.331,0.814,5.7,0.088,False
2004.0,Jerry Stackhouse,29.0,WAS,26.0,774.0,362.0,94.0,103.0,24.0,3.0,0.399,0.354,0.806,0.2,0.013,False
2004.0,DeShawn Stevenson,22.0,TOT,80.0,2444.0,909.0,298.0,158.0,52.0,17.0,0.432,0.268,0.676,1.5,0.029,False
2004.0,DeShawn Stevenson,22.0,UTA,54.0,1511.0,618.0,178.0,92.0,28.0,16.0,0.445,0.233,0.669,1.5,0.046,False
2004.0,DeShawn Stevenson,22.0,ORL,26.0,933.0,291.0,120.0,66.0,24.0,1.0,0.404,0.293,0.69,0.0,0.002,False
2004.0,Peja Stojakovic,26.0,SAC,81.0,3264.0,1964.0,508.0,173.0,108.0,14.0,0.48,0.433,0.927,13.5,0.198,False
2004.0,Damon Stoudamire,30.0,POR,82.0,3118.0,1099.0,308.0,500.0,99.0,9.0,0.401,0.365,0.876,5.9,0.091,False
2004.0,Amar'e Stoudemire,21.0,PHO,55.0,2025.0,1133.0,496.0,78.0,64.0,89.0,0.475,0.2,0.713,4.4,0.105,False
2004.0,Bob Sura,30.0,TOT,80.0,1663.0,596.0,326.0,233.0,62.0,14.0,0.416,0.266,0.757,4.6,0.133,False
2004.0,Bob Sura,30.0,ATL,27.0,956.0,397.0,223.0,144.0,25.0,5.0,0.42,0.279,0.783,2.6,0.13,False
2004.0,Wally Szczerbiak,26.0,MIN,28.0,622.0,285.0,88.0,33.0,12.0,1.0,0.449,0.435,0.828,1.6,0.126,False
2004.0,Maurice Taylor,27.0,HOU,75.0,2081.0,862.0,384.0,107.0,43.0,47.0,0.48,0.0,0.736,3.7,0.085,False
2004.0,Jason Terry,26.0,ATL,81.0,3018.0,1359.0,336.0,437.0,124.0,16.0,0.417,0.347,0.827,5.1,0.08,False
2004.0,Kenny Thomas,26.0,PHI,74.0,2699.0,1006.0,750.0,111.0,82.0,33.0,0.469,0.2,0.752,6.6,0.118,False
2004.0,Kurt Thomas,31.0,NYK,80.0,2548.0,890.0,662.0,149.0,56.0,80.0,0.473,0.0,0.835,5.0,0.094,False
2004.0,Tim Thomas,26.0,TOT,66.0,2089.0,970.0,320.0,124.0,64.0,20.0,0.446,0.376,0.784,4.1,0.093,False
2004.0,Tim Thomas,26.0,MIL,42.0,1343.0,592.0,205.0,90.0,40.0,15.0,0.443,0.362,0.762,2.2,0.079,False
2004.0,Tim Thomas,26.0,NYK,24.0,746.0,378.0,115.0,34.0,24.0,5.0,0.452,0.406,0.813,1.8,0.118,False
2004.0,Jamaal Tinsley,25.0,IND,52.0,1378.0,432.0,136.0,303.0,84.0,17.0,0.414,0.372,0.731,4.4,0.154,False
2004.0,Hedo Turkoglu,24.0,SAS,80.0,2073.0,739.0,358.0,154.0,80.0,32.0,0.406,0.419,0.708,6.7,0.155,False
2004.0,Nick Van,32.0,GSW,39.0,1255.0,490.0,104.0,206.0,20.0,2.0,0.39,0.307,0.707,1.2,0.045,False
2004.0,Keith Van,28.0,TOT,72.0,2340.0,1162.0,501.0,120.0,68.0,33.0,0.454,0.399,0.859,6.3,0.129,False
2004.0,Keith Van,28.0,NYK,47.0,1574.0,769.0,343.0,83.0,52.0,18.0,0.445,0.373,0.819,3.9,0.119,False
2004.0,Keith Van,28.0,MIL,25.0,766.0,393.0,158.0,37.0,16.0,15.0,0.472,0.458,0.945,2.4,0.151,False
2004.0,Dwyane Wade,22.0,MIA,61.0,2126.0,991.0,247.0,275.0,86.0,34.0,0.465,0.302,0.747,4.6,0.103,False
2004.0,Antoine Walker,27.0,DAL,82.0,2840.0,1151.0,684.0,369.0,65.0,65.0,0.428,0.269,0.554,3.9,0.066,False
2004.0,Ben Wallace,29.0,DET,81.0,3050.0,773.0,1006.0,138.0,143.0,246.0,0.421,0.125,0.49,10.2,0.16,False
2004.0,Rasheed Wallace,29.0,TOT,68.0,2390.0,1088.0,459.0,156.0,61.0,122.0,0.436,0.331,0.736,6.2,0.125,False
2004.0,Rasheed Wallace,29.0,POR,45.0,1675.0,766.0,298.0,114.0,36.0,72.0,0.442,0.341,0.742,3.9,0.111,False
2004.0,Rasheed Wallace,29.0,ATL,1.0,42.0,20.0,6.0,2.0,1.0,5.0,0.333,0.167,1.0,-0.1,-0.068,False
2004.0,Rasheed Wallace,29.0,DET,22.0,673.0,302.0,155.0,40.0,24.0,45.0,0.431,0.319,0.704,2.4,0.171,False
2004.0,Charlie Ward,33.0,NYK,35.0,827.0,305.0,96.0,170.0,47.0,8.0,0.442,0.428,0.762,2.3,0.134,False
2004.0,Earl Watson,24.0,MEM,81.0,1669.0,460.0,178.0,402.0,91.0,19.0,0.371,0.245,0.652,1.8,0.052,False
2004.0,Chris Webber,30.0,SAC,23.0,831.0,430.0,200.0,105.0,31.0,20.0,0.413,0.2,0.711,1.1,0.061,False
2004.0,Bonzi Wells,27.0,TOT,72.0,1872.0,886.0,260.0,139.0,91.0,19.0,0.427,0.319,0.754,0.9,0.023,False
2004.0,Bonzi Wells,27.0,POR,13.0,404.0,158.0,61.0,35.0,20.0,3.0,0.389,0.125,0.778,-0.1,-0.017,False
2004.0,Bonzi Wells,27.0,MEM,59.0,1468.0,728.0,199.0,104.0,71.0,16.0,0.437,0.344,0.75,1.0,0.034,False
2004.0,Jiri Welsch,24.0,BOS,81.0,2179.0,746.0,296.0,183.0,101.0,7.0,0.428,0.381,0.743,3.6,0.08,False
2004.0,David Wesley,33.0,NOH,61.0,2001.0,851.0,134.0,175.0,71.0,14.0,0.389,0.323,0.753,2.8,0.067,False
2004.0,Chris Wilcox,21.0,LAC,65.0,1340.0,559.0,305.0,51.0,29.0,20.0,0.521,0.0,0.7,2.6,0.094,False
2004.0,Alvin Williams,29.0,TOR,56.0,1730.0,494.0,150.0,224.0,55.0,10.0,0.405,0.292,0.776,2.1,0.058,False
2004.0,Eric Williams,31.0,TOT,71.0,1886.0,712.0,286.0,120.0,70.0,9.0,0.386,0.276,0.76,3.1,0.079,False
2004.0,Eric Williams,31.0,BOS,21.0,513.0,243.0,95.0,25.0,22.0,1.0,0.435,0.344,0.716,1.2,0.116,False
2004.0,Eric Williams,31.0,CLE,50.0,1373.0,469.0,191.0,95.0,48.0,8.0,0.366,0.253,0.787,1.9,0.065,False
2004.0,Jason Williams,28.0,MEM,72.0,2115.0,782.0,147.0,492.0,92.0,5.0,0.407,0.33,0.837,5.4,0.122,False
